gama_x,gama_y
43803.738536866615,23302.555594662204
45361.03272186802,21643.13526772894
44784.38510263234,21578.29576421529
44692.930370610906,21583.277278997935
45257.591171706095,21709.093393670395
45129.814921401325,21820.809897924773
44740.69864124409,21647.098606472835
44784.38510263234,21578.29576421529
45395.00910707214,21807.504218475893
43803.738536866615,23302.555594662204
44813.470182732795,21537.35887881741
44731.90908409539,21540.640189937316
45221.937994097825,21356.438646941446
45321.58845073031,21842.931161860004
44784.38510263234,21578.29576421529
43803.738536866615,23302.555594662204
43803.738536866615,23302.555594662204
45241.98294490669,21698.442710101604
44784.38510263234,21578.29576421529
44784.38510263234,21578.29576421529
44784.38510263234,21578.29576421529
45444.37051991245,21492.761117897928
44784.38510263234,21578.29576421529
44784.38510263234,21578.29576421529
44842.92148234928,21601.532094765455
45349.722492514295,21757.409115070477
44202.11199695279,22955.534939165227
44784.38510263234,21578.29576421529
44784.38510263234,21578.29576421529
44896.04075817042,22299.765004716814
44784.38510263234,21578.29576421529
44784.38510263234,21578.29576421529
44202.11199695279,22955.534939165227
44966.837995093316,22314.486404784955
44813.470182732795,21537.35887881741
44835.91162931628,22274.914422940463
45020.20367187448,22346.865555515513
44938.816024838015,22221.331011039205
45371.19063957175,21841.98583179433
43351.20228914707,23347.498902147636
44692.930370610906,21583.277278997935
45199.25801960309,21780.676782530732
45361.03272186802,21643.13526772894
44891.76066149387,21689.35303841345
43803.738536866615,23302.555594662204
45266.86952189368,21800.007340026088
45370.07176435087,21898.265577493235
45361.03272186802,21643.13526772894
44784.38510263234,21578.29576421529
45395.00910707214,21807.504218475893
44983.3720475412,22252.95549472794
45359.826144985156,21890.49705343973
45361.03272186802,21643.13526772894
45184.45414906461,21824.806482415646
44784.38510263234,21578.29576421529
44205.850455647334,23402.53780240193
36750.24034584232,18061.16419520229
